ID,REVIEW,ENTITY_TAGGED_REVIEW,ENTITY_SENTIMENT
49139,পেতে 2দিন লেট হয়েছিল তবে প্রোডাক্ট অতন্ত্য ভাল পেয়েছি ।।নিতে পারেন আপনারা।,পেতে 2 দিন লেট হয়েছিল তবে _NE_প্রোডাক্ট অতন্ত্য অতন্ত্য ভাল ।।নিতে পারেন পারেন আপনারা।।,2
49151,মুনাফিক চেনার জন্য খুবই উপকারী বইটা,মুনাফিক চেনার জন্য খুবই উপকারী _NE_বইটা,2
49167,প্রোডাক্টস ভালো ছিল কিন্তু দাম তুলনামূলক বেশি,_NE_প্রোডাক্টস ভালো ছিল কিন্তু দাম দাম তুলনামূলক বেশি,2
49244,জিনিসটা দারুন আছে বৌও খুশি তো সব খুশি,_NE_জিনিসটা দারুন আছে বৌও খুশি তো সব সব খুশি,2
49274,কিছু শেখার মতো একটা বই এটা।,কিছু শেখার মতো একটা _NE_বই এটা।,2
49323,ঠিকঠাক মতো পেয়েছি। প্রোডাক্ট ভালো ছিলো। ধন্যবাদ।,ঠিকঠাক মতো পেয়েছি।_NE_প্রোডাক্ট ভালো ছিলো।ধন্যবাদ।,2
49326,"প্রোডাক্ট খুব ভালো, পছন্দ হয়েছে।",_NE_প্রোডাক্ট খুব ভালো পছন্দ পছন্দ।,2
49336,হৃদয়কে প্রশান্ত করার সবচেয়ে কার্যকরী বই,হৃদয়কে প্রশান্ত করার সবচেয়ে কার্যকরী _NE_বই,2
49345,গুরুত্বপূর্ণ একটি বই,গুরুত্বপূর্ণ একটি _NE_বই,2
49348,"বাটপার, ছয় পিছের অর্ডার তিন পিছ দিছে কুত্তার বাচ্চারা।",বাটপার ছয় ছয় পিছের অর্ডার পিছ পিছ দিছে কুত্তার বাচ্চারা।,0
49353,তাহাজ্জুদ নিয়ে লেখা সেরা একটি বই,তাহাজ্জুদ নিয়ে লেখা সেরা একটি _NE_বই,2
49375,"very nice product....... দাম অনুযায়ী কোয়ালিটি ঠিক আছে 
নিতে চাইলে নিতে পারেন 
recommended ⭐⭐⭐⭐⭐",খুব সুন্দর _NE_পণ্য ....... দাম অনুযায়ী অনুযায়ী ঠিক আছে নিতে চাইলে নিতে পারেন প্রস্তাবিত ⭐⭐⭐⭐⭐,2
49379,একই সাইজ গ্রুপের পণ্য একেকটা একেক সাইজ কেন হয় বলবেন দয়া করে?,একই সাইজ গ্রুপের _NE_পণ্য একেকটা একেক সাইজ সাইজ কেন হয় বলবেন দয়া দয়া,1
49395,wow.. জিনিসগুলো এবং কালার ভালো লেগেছে। Thanks seller thanks Daraz....,বাহ .. _NE_জিনিসগুলো এবং কালার কালার ভালো।।ধন্যবাদ বিক্রেতা ধন্যবাদ দারাজ ....,2
49591,১-১০ খন্ড একত্রে। খুবই ভালো লেগেছে।,১-১০ খন্ড একত্রে। খুবই ভালো লেগেছে।,2
49873,অসাধারন একটি বই হবে আশা করি।,অসাধারন একটি _NE_বই হবে আশা করি।,1
49896,একবারে ফালতু জিনিস দিছে তাই রিটার্ন করতেছি,একবারে ফালতু _NE_জিনিস দিছে তাই তাই রিটার্ন করতেছি,0
49904,আলহামদুলিল্লাহ সেম প্রোডাক্ট ধন্যবাদ সেলসম্যানকে ধন্যবাদ দারাজকে,আলহামদুলিল্লাহ সেম _NE_প্রোডাক্ট ধন্যবাদ সেলসম্যানকে সেলসম্যানকে ধন্যবাদ দারাজকে,2
49904,আলহামদুলিল্লাহ সেম প্রোডাক্ট ধন্যবাদ সেলসম্যানকে ধন্যবাদ দারাজকে,আলহামদুলিল্লাহ সেম _NE_প্রোডাক্ট ধন্যবাদ সেলসম্যানকে সেলসম্যানকে ধন্যবাদ দারাজকে,2
